Origin Country,Named Delivery Place [NDP],Incoterm,Commodity,Specific Commodity,GMO,Packaging Type,Price      ($/mt),Last Updated,Capacity (mt),Lead Time (days),Source
INDIA,MUNDRA (INDIA),FCA,LNS (FOOD - MIXED & BLENDED FOODS),LNS - MEDIUM QUANTITY,Non GMO,Sachet,2200,42746,100000,60,SCIPS
USA,ELIZABETH (USA),FCA,LNS (FOOD - MIXED & BLENDED FOODS),LNS - MEDIUM QUANTITY,GMO,Sachet,2730,42746,100000,60,SCIPS
PORTUGAL,LEIXOES (PORTUGAL),FOB,Uht Milk (FOOD - DAIRY PRODUCTS),UHT MILK,Non GMO,Packet,760,42578,100000,60,SCIPS
BRAZIL,CASABLANCA (MOROCCO),FOB,Sugar - White (FOOD - MISCELLANEOUS),SUGAR,Non GMO,Bag,570,42789,100000,60,SCIPS
CANADA,MERSIN (TURKEY),FOB,WHITE BEANS,WHITE BEANS,Non GMO,Bag,650,42398,100000,60,PO
CANADA,MERSIN (TURKEY),FOB,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,995,42580,100000,60,PO
CANADA,MERSIN (TURKEY),FOB,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,895,42618,100000,60,PO
CHINA,KISWEH (SYRIA),DAP,CANNED FISH,CANNED FISH,Non GMO,Bag,3626.5,42501,100000,60,PO
EGYPT,ALEXANDRIA (EGYPT),FOB,DATE BARS,DATE BARS,Non GMO,Bag,1420,42382,100000,60,PO
EGYPT,ALEXANDRIA (EGYPT),FOB,DATE BARS,DATE BARS,Non GMO,Bag,1290,42521,100000,60,PO
EGYPT,ALEXANDRIA (EGYPT),FOB,DATE BARS,DATE BARS,Non GMO,Bag,1320,42554,100000,60,PO
EGYPT,ALEXANDRIA (EGYPT),FOB,DATE BARS,DATE BARS,Non GMO,Bag,1250,42600,100000,60,PO
EGYPT,ALEXANDRIA (EGYPT),FOB,FAVA BEANS,FAVA BEANS,Non GMO,Bag,399,42611,100000,60,PO
EGYPT,HOMS (SYRIA),DAP,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,580,42587,100000,60,PO
EGYPT,LATTAKIA (SYRIA),DAP,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,580,42587,100000,60,PO
EGYPT,TARTOUS (SYRIA),DAP,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,580,42587,100000,60,PO
FRANCE,DUNKIRK (FRANCE),FOB,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,450,42376,100000,60,PO
FRANCE,DUNKIRK (FRANCE),FOB,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,440,42432,100000,60,PO
FRANCE,MALAUNAY (FRANCE),FCA,PLUMPY DOZ,PLUMPY DOZ,Non GMO,Bag,2694.48,42482,100000,60,PO
FRANCE,MALAUNAY (FRANCE),FCA,PLUMPY DOZ,PLUMPY DOZ,Non GMO,Bag,2575.25,42639,100000,60,PO
FRANCE,MALAUNAY (FRANCE),FCA,SUPPLEMENTARY PLUMPY,SUPPLEMENTARY PLUMPY,Non GMO,Bag,2489.04,42440,100000,60,PO
FRANCE,MALAUNAY (FRANCE),FCA,SUPPLEMENTARY PLUMPY,SUPPLEMENTARY PLUMPY,Non GMO,Bag,2536.31,42601,100000,60,PO
INDIA,MERSIN (TURKEY),FOB,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,429.9,42395,100000,60,PO
INDIA,MERSIN (TURKEY),FOB,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,429.9,42418,100000,60,PO
INDIA,MERSIN (TURKEY),FOB,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,449,42418,100000,60,PO
INDIA,MERSIN (TURKEY),FOB,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,429.9,42465,100000,60,PO
INDIA,MERSIN (TURKEY),FOB,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,449,42465,100000,60,PO
INDIA,MERSIN (TURKEY),FOB,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,429.9,42473,100000,60,PO
INDIA,MERSIN (TURKEY),FOB,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,429.9,42487,100000,60,PO
INDIA,MERSIN (TURKEY),FOB,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,449,42509,100000,60,PO
INDIA,MERSIN (TURKEY),FOB,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,464,42524,100000,60,PO
INDIA,MERSIN (TURKEY),FOB,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,464,42576,100000,60,PO
INDIA,MERSIN (TURKEY),FOB,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,464,42597,100000,60,PO
INDIA,MERSIN (TURKEY),FOB,5% BROKEN RICE - SHORT/MEDIUM,5% BROKEN RICE - SHORT/MEDIUM,Non GMO,Bag,429.9,42380,100000,60,PO
INDIA,MERSIN (TURKEY),FOB,5% BROKEN RICE - SHORT/MEDIUM,5% BROKEN RICE - SHORT/MEDIUM,Non GMO,Bag,449,42390,100000,60,PO
IRELAND,DUBLIN (IRELAND),FOB,UHT MILK,UHT MILK,Non GMO,Bag,775,42538,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,609,42422,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,609,42451,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,609,42460,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,609,42498,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,609,42514,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,609,42516,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,591,42551,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,585,42639,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,591,42660,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,5% BROKEN RICE,5% BROKEN RICE,Non GMO,Bag,585,42683,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,680,42422,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,680,42451,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,680,42460,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,680,42498,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,680,42514,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,680,42516,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,513,42551,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,606,42639,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,513,42660,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,606,42683,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,CANNED FISH,CANNED FISH,Non GMO,Bag,4424.54,42621,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,CHICKPEAS,CHICKPEAS,Non GMO,Bag,1574,42498,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,CHICKPEAS,CHICKPEAS,Non GMO,Bag,1410,42551,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,CHICKPEAS,CHICKPEAS,Non GMO,Bag,1103.01,42621,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,CHICKPEAS,CHICKPEAS,Non GMO,Bag,1410,42660,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,DATE BARS,DATE BARS,Non GMO,Bag,1600,42498,100000,60,PO
JORDAN,AMMAN (JORDAN),DAP,DATE BARS,DATE BARS,Non GMO,Bag,1600,42652,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,IODISED SALT,IODISED SALT,Non GMO,Bag,310,42422,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,IODISED SALT,IODISED SALT,Non GMO,Bag,310,42451,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,IODISED SALT,IODISED SALT,Non GMO,Bag,310,42460,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,IODISED SALT,IODISED SALT,Non GMO,Bag,310,42498,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,IODISED SALT,IODISED SALT,Non GMO,Bag,310,42514,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,IODISED SALT,IODISED SALT,Non GMO,Bag,310,42516,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,IODISED SALT,IODISED SALT,Non GMO,Bag,330,42551,100000,60,PO
JORDAN,AMMAN (JORDAN),DAP,IODISED SALT,IODISED SALT,Non GMO,Bag,146.43,42621,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,IODISED SALT,IODISED SALT,Non GMO,Bag,280,42639,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,IODISED SALT,IODISED SALT,Non GMO,Bag,330,42660,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,IODISED SALT,IODISED SALT,Non GMO,Bag,280,42683,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,OLIVE OIL,OLIVE OIL,Non GMO,Bag,6440,42621,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,RATIONS,RATIONS,Non GMO,Bag,893.71,42375,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,RATIONS,RATIONS,Non GMO,Bag,999.52,42388,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,RATIONS,RATIONS,Non GMO,Bag,999.52,42408,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,RATIONS,RATIONS,Non GMO,Bag,999.52,42422,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,RATIONS,RATIONS,Non GMO,Bag,981.35,42451,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,RATIONS,RATIONS,Non GMO,Bag,310,42489,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,RATIONS,RATIONS,Non GMO,Bag,596,42489,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,RATIONS,RATIONS,Non GMO,Bag,680,42489,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,RATIONS,RATIONS,Non GMO,Bag,1190,42489,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,RATIONS,RATIONS,Non GMO,Bag,1737.43,42494,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,SPLIT RED LENTILS,SPLIT RED LENTILS,Non GMO,Bag,1361.67,42551,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,SPLIT RED LENTILS,SPLIT RED LENTILS,Non GMO,Bag,1296,42639,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,SPLIT RED LENTILS,SPLIT RED LENTILS,Non GMO,Bag,1361.67,42660,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,SPLIT RED LENTILS,SPLIT RED LENTILS,Non GMO,Bag,1296,42683,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1360.81,42422,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1360.8,42451,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1360.81,42460,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1360.8,42498,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1360.8,42514,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1360.8,42516,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1362.64,42551,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1483.52,42639,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1362.64,42660,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,SUNFLOWER OIL,SUNFLOWER OIL,Non GMO,Bag,1483.52,42683,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE BEANS,WHITE BEANS,Non GMO,Bag,1190,42422,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE BEANS,WHITE BEANS,Non GMO,Bag,1190,42451,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE BEANS,WHITE BEANS,Non GMO,Bag,1190,42460,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE BEANS,WHITE BEANS,Non GMO,Bag,1190,42498,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE BEANS,WHITE BEANS,Non GMO,Bag,1190,42514,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE BEANS,WHITE BEANS,Non GMO,Bag,1190,42516,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE BEANS,WHITE BEANS,Non GMO,Bag,1580,42551,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE BEANS,WHITE BEANS,Non GMO,Bag,1390,42639,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE BEANS,WHITE BEANS,Non GMO,Bag,1410,42660,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE BEANS,WHITE BEANS,Non GMO,Bag,1580,42660,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE BEANS,WHITE BEANS,Non GMO,Bag,1390,42683,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,596,42422,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,596,42451,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,596,42460,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,596,42498,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,596,42514,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,596,42516,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,688,42551,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,704,42639,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,688,42660,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,704,42683,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,1482,42422,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,1574,42422,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,1482,42451,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,1574,42451,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,1482,42460,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,1574,42460,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,1482,42498,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,1482,42514,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,1482,42516,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,1508,42639,100000,60,PO
JORDAN,AMMAN (JORDAN),FCA,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,1508,42683,100000,60,PO
JORDAN,AMMAN (JORDAN),DAP,YEAST,YEAST,Non GMO,Bag,3954.8,42621,100000,60,PO
JORDAN,JIZAH (EGYPT),FCA,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,325,42522,100000,60,PO
JORDAN,JIZAH (EGYPT),FCA,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,325,42600,100000,60,PO
KAZAKHSTAN,MERSIN (TURKEY),FOB,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,880,42426,100000,60,PO
KAZAKHSTAN,MERSIN (TURKEY),FOB,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,917,42508,100000,60,PO
KAZAKHSTAN,MERSIN (TURKEY),FOB,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,953,42580,100000,60,PO
KAZAKHSTAN,MERSIN (TURKEY),FOB,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,695,42618,100000,60,PO
KAZAKHSTAN,MERSIN (TURKEY),FOB,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,835,42618,100000,60,PO
KYRGYZSTAN,MERSIN (TURKEY),FOB,WHITE BEANS,WHITE BEANS,Non GMO,Bag,699,42398,100000,60,PO
KYRGYZSTAN,MERSIN (TURKEY),FOB,WHITE BEANS,WHITE BEANS,Non GMO,Bag,698,42440,100000,60,PO
KYRGYZSTAN,MERSIN (TURKEY),FOB,WHITE BEANS,WHITE BEANS,Non GMO,Bag,698,42461,100000,60,PO
KYRGYZSTAN,MERSIN (TURKEY),FOB,WHITE BEANS,WHITE BEANS,Non GMO,Bag,777,42496,100000,60,PO
KYRGYZSTAN,MERSIN (TURKEY),FOB,WHITE BEANS,WHITE BEANS,Non GMO,Bag,698,42524,100000,60,PO
MOROCCO,CASABLANCA (MOROCCO),FOB,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,439.5,42468,100000,60,PO
MOROCCO,CASABLANCA (MOROCCO),FOB,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,482,42503,100000,60,PO
MOROCCO,CASABLANCA (MOROCCO),FOB,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,543.4,42584,100000,60,PO
MOROCCO,CASABLANCA (MOROCCO),FOB,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,556.2,42622,100000,60,PO
MOROCCO,CASABLANCA (MOROCCO),FOB,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,602.4,42629,100000,60,PO
NETHERLANDS,ANTWERP (BELGIUM),FOB,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,430,42426,100000,60,PO
NETHERLANDS,ANTWERP (BELGIUM),FOB,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,435,42426,100000,60,PO
NETHERLANDS,ANTWERP (BELGIUM),FOB,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,440,42426,100000,60,PO
NETHERLANDS,ANTWERP (BELGIUM),FOB,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,445,42426,100000,60,PO
NETHERLANDS,ANTWERP (BELGIUM),FOB,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,450,42426,100000,60,PO
NETHERLANDS,ANTWERP (BELGIUM),FOB,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,455,42426,100000,60,PO
NETHERLANDS,ROTTERDAM (NETHERLANDS),FOB,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,454,42384,100000,60,PO
NETHERLANDS,ROTTERDAM (NETHERLANDS),FOB,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,603.4,42629,100000,60,PO
PORTUGAL,LEIXOES (PORTUGAL),FOB,UHT MILK,UHT MILK,Non GMO,Bag,798.76,42538,100000,60,PO
PORTUGAL,LEIXOES (PORTUGAL),FOB,UHT MILK,UHT MILK,Non GMO,Bag,758.27,42580,100000,60,PO
RUSSIA,LATTAKIA (SYRIA),CFR,WHEAT FLOUR,WHEAT FLOUR,Non GMO,Bag,670,42384,100000,60,PO
RUSSIA,MERSIN (TURKEY),FOB,CHICKPEAS,CHICKPEAS,Non GMO,Bag,755,42391,100000,60,PO
RUSSIA,MERSIN (TURKEY),FOB,CHICKPEAS,CHICKPEAS,Non GMO,Bag,845,42461,100000,60,PO
RUSSIA,MERSIN (TURKEY),FOB,CHICKPEAS,CHICKPEAS,Non GMO,Bag,948,42601,100000,60,PO
RUSSIA,MERSIN (TURKEY),FOB,CHICKPEAS,CHICKPEAS,Non GMO,Bag,958,42611,100000,60,PO
RUSSIA,MERSIN (TURKEY),FOB,CHICKPEAS,CHICKPEAS,Non GMO,Bag,1100,42611,100000,60,PO
RUSSIA,MERSIN (TURKEY),FOB,CHICKPEAS,CHICKPEAS,Non GMO,Bag,897,42622,100000,60,PO
RUSSIA,MERSIN (TURKEY),FOB,CHICKPEAS,CHICKPEAS,Non GMO,Bag,928.88,42629,100000,60,PO
SYRIA,DAMASCUS (SYRIA),DAP,DATE BARS,DATE BARS,Non GMO,Bag,2049.55,42408,100000,60,PO
SYRIA,DAMASCUS (SYRIA),DAP,IODISED SALT,IODISED SALT,Non GMO,Bag,230,42400,100000,60,PO
SYRIA,DAMASCUS (SYRIA),DAP,IODISED SALT,IODISED SALT,Non GMO,Bag,237,42418,100000,60,PO
SYRIA,HOMS (SYRIA),DAP,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,490,42587,100000,60,PO
SYRIA,HOMS (SYRIA),DAP,IODISED SALT,IODISED SALT,Non GMO,Bag,240,42400,100000,60,PO
SYRIA,HOMS (SYRIA),DAP,IODISED SALT,IODISED SALT,Non GMO,Bag,230,42418,100000,60,PO
SYRIA,HOMS (SYRIA),DAP,IODISED SALT,IODISED SALT,Non GMO,Bag,240,42534,100000,60,PO
SYRIA,HOMS (SYRIA),DAP,IODISED SALT,IODISED SALT,Non GMO,Bag,160.5,42711,100000,60,PO
SYRIA,HOMS (SYRIA),DAP,WHITE BEANS,WHITE BEANS,Non GMO,Bag,700,42587,100000,60,PO
SYRIA,HOMS (SYRIA),DAP,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,700,42587,100000,60,PO
SYRIA,HOMS (SYRIA),DAP,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,835,42587,100000,60,PO
SYRIA,KISWEH (SYRIA),DAP,DATE BARS,DATE BARS,Non GMO,Bag,1750,42563,100000,60,PO
SYRIA,KISWEH (SYRIA),DAP,DATE BARS,DATE BARS,Non GMO,Bag,1861.63,42570,100000,60,PO
SYRIA,KISWEH (SYRIA),DAP,IODISED SALT,IODISED SALT,Non GMO,Bag,230,42534,100000,60,PO
SYRIA,KISWEH (SYRIA),DAP,IODISED SALT,IODISED SALT,Non GMO,Bag,160.5,42711,100000,60,PO
SYRIA,KISWEH (SYRIA),DAP,OLIVE OIL,OLIVE OIL,Non GMO,Bag,3955.96,42501,100000,60,PO
SYRIA,KISWEH (SYRIA),DAP,OLIVE OIL,OLIVE OIL,Non GMO,Bag,4150,42642,100000,60,PO
SYRIA,KISWEH (SYRIA),DAP,WHITE BEANS,WHITE BEANS,Non GMO,Bag,700,42587,100000,60,PO
SYRIA,KISWEH (SYRIA),DAP,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,700,42587,100000,60,PO
SYRIA,KISWEH (SYRIA),DAP,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,835,42587,100000,60,PO
SYRIA,LATTAKIA (SYRIA),DAP,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,490,42587,100000,60,PO
SYRIA,LATTAKIA (SYRIA),DAP,IODISED SALT,IODISED SALT,Non GMO,Bag,245,42400,100000,60,PO
SYRIA,LATTAKIA (SYRIA),DAP,IODISED SALT,IODISED SALT,Non GMO,Bag,237,42418,100000,60,PO
SYRIA,LATTAKIA (SYRIA),DAP,IODISED SALT,IODISED SALT,Non GMO,Bag,245,42534,100000,60,PO
SYRIA,LATTAKIA (SYRIA),DAP,IODISED SALT,IODISED SALT,Non GMO,Bag,160.5,42711,100000,60,PO
SYRIA,LATTAKIA (SYRIA),DAP,WHITE BEANS,WHITE BEANS,Non GMO,Bag,700,42587,100000,60,PO
SYRIA,LATTAKIA (SYRIA),DAP,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,700,42587,100000,60,PO
SYRIA,LATTAKIA (SYRIA),DAP,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,835,42587,100000,60,PO
SYRIA,SAHNAYA (SYRIA),DAP,IODISED SALT,IODISED SALT,Non GMO,Bag,230,42534,100000,60,PO
SYRIA,SAHNAYA (SYRIA),DAP,IODISED SALT,IODISED SALT,Non GMO,Bag,160.5,42711,100000,60,PO
SYRIA,SAHNAYA (SYRIA),DAP,OLIVE OIL,OLIVE OIL,Non GMO,Bag,4150,42642,100000,60,PO
SYRIA,SAHNAYA (SYRIA),DAP,WHITE BEANS,WHITE BEANS,Non GMO,Bag,700,42587,100000,60,PO
SYRIA,SAHNAYA (SYRIA),DAP,WHITE SUGAR,WHITE SUGAR,Non GMO,Bag,700,42587,100000,60,PO
SYRIA,SAHNAYA (SYRIA),DAP,WHOLE RED LENTILS,WHOLE RED LENTILS,Non GMO,Bag,835,42587,100000,60,PO
SYRIA,TARTOUS (SYRIA),DAP,BULGUR WHEAT,BULGUR WHEAT,Non GMO,Bag,490,42587,100000,60,PO
SYRIA,TARTOUS (SYRIA),DAP,IODISED SALT,IODISED SALT,Non GMO,Bag,240,42400,100000,60,PO
SYRIA,TARTOUS (SYRIA),DAP,IODISED SALT,IODISED SALT,Non GMO,Bag,237,42418,100000,60,PO
SYRIA,TARTOUS (SYRIA),DAP,IODISED SALT,IODISED SALT,Non GMO,Bag,240,42534,100000,60,PO
SYRIA,TARTOUS (SYRIA),DAP,IODISED SALT,IODISED SALT,Non GMO,Bag,160.5,42711,100000,60,PO
SYRIA,TARTOUS (SYRIA),DAP,WHITE BEANS,WHITE BEANS,Non GMO,Bag,700,42587,100000,60,PO
